id,Gender,Course,Social_Support,Counseling_Service_Use,Family_History,Residence_Type
5274,Male,Engineering,Moderate,Yes,No,Off-Campus
5277,Male,Law,Low,No,No,On-Campus
5280,Female,Law,High,No,Yes,Off-Campus
5285,Male,Engineering,Moderate,Yes,No,On-Campus
5287,Female,Computer Science,Moderate,Yes,No,Off-Campus
5289,Female,Computer Science,Moderate,Yes,No,On-Campus
5290,Male,Others,Moderate,Yes,No,Off-Campus
5293,Female,Engineering,Moderate,No,No,Off-Campus
5294,Male,Others,High,No,No,On-Campus
5297,Female,Law,Moderate,Yes,No,On-Campus
5299,Male,Law,Moderate,No,No,On-Campus
5301,Male,Computer Science,High,No,Yes,On-Campus
5303,Female,Engineering,Moderate,No,No,On-Campus
5306,Female,Law,Low,Yes,Yes,On-Campus
5308,Female,Others,Moderate,No,Yes,Off-Campus
5309,Male,Law,High,Yes,No,Off-Campus
5311,Female,Computer Science,High,Yes,No,Off-Campus
5312,Male,Engineering,Moderate,No,No,Off-Campus
5314,Female,Business,Moderate,Yes,No,On-Campus
5316,Female,Computer Science,Moderate,Yes,Yes,On-Campus
5319,Female,Law,Moderate,No,No,Off-Campus
5323,Female,Law,Moderate,No,No,On-Campus
5325,Female,Law,High,No,Yes,On-Campus
5326,Female,Law,Low,Yes,Yes,Off-Campus
5327,Female,Law,High,Yes,No,Off-Campus
5328,Female,Law,Moderate,No,No,Off-Campus
5335,Male,Law,Moderate,No,No,Off-Campus
5336,Female,Law,Moderate,Yes,No,On-Campus
5338,Male,Business,High,No,Yes,Off-Campus
5340,Female,Engineering,High,No,No,Off-Campus
5341,Female,Business,Moderate,Yes,No,Off-Campus
5342,Female,Law,High,No,No,Off-Campus
5343,Male,Business,Moderate,No,No,On-Campus
5344,Male,Others,Moderate,Yes,No,Off-Campus
5345,Female,Engineering,Moderate,Yes,No,On-Campus
5349,Female,Engineering,Low,No,No,On-Campus
5351,Female,Computer Science,Low,No,No,Off-Campus
5356,Female,Business,Moderate,Yes,No,On-Campus
5357,Male,Others,Low,Yes,Yes,On-Campus
5358,Female,Law,High,Yes,No,On-Campus
5361,Male,Law,Moderate,No,No,On-Campus
5364,Female,Law,Moderate,No,No,On-Campus
5371,Female,Law,Low,No,Yes,On-Campus
5373,Female,Law,Low,No,No,On-Campus
5376,Female,Law,Low,No,No,On-Campus
5378,Female,Others,Moderate,No,Yes,On-Campus
5381,Female,Law,Moderate,No,No,On-Campus
5382,Male,Law,Moderate,No,No,Off-Campus
5383,Female,Law,High,Yes,Yes,Off-Campus
5385,Male,Computer Science,High,No,No,Off-Campus
5386,Female,Computer Science,Moderate,No,Yes,On-Campus
5387,Male,Law,Low,Yes,Yes,Off-Campus
5388,Female,Computer Science,Moderate,No,No,On-Campus
5389,Male,Business,Low,No,Yes,Off-Campus
5390,Male,Computer Science,Moderate,Yes,No,Off-Campus
5393,Male,Engineering,High,Yes,No,Off-Campus
5394,Female,Law,Moderate,No,No,Off-Campus
5395,Male,Others,High,No,No,On-Campus
5397,Female,Business,Moderate,Yes,Yes,Off-Campus
5402,Male,Law,Low,Yes,No,Off-Campus
5404,Male,Business,High,Yes,No,On-Campus
5406,Male,Engineering,Low,No,No,On-Campus
5408,Male,Computer Science,Moderate,Yes,Yes,Off-Campus
5409,Male,Business,Moderate,No,Yes,On-Campus
5411,Male,Computer Science,Low,No,No,On-Campus
5413,Female,Law,Moderate,No,Yes,Off-Campus
5415,Female,Engineering,Moderate,Yes,No,Off-Campus
5416,Male,Others,Moderate,No,No,On-Campus
5419,Male,Computer Science,Moderate,Yes,No,On-Campus
5421,Female,Engineering,High,No,Yes,On-Campus
5424,Male,Computer Science,High,No,No,On-Campus
5425,Male,Law,Moderate,No,No,Off-Campus
5426,Female,Computer Science,High,Yes,No,On-Campus
5427,Female,Engineering,High,Yes,No,Off-Campus
5429,Female,Law,Moderate,No,No,On-Campus
5430,Female,Engineering,Moderate,Yes,Yes,On-Campus
5431,Male,Others,Moderate,Yes,No,Off-Campus
5432,Female,Engineering,High,No,No,Off-Campus
5438,Male,Engineering,High,No,No,Off-Campus
5440,Male,Law,Moderate,Yes,No,Off-Campus
5449,Male,Business,Moderate,No,Yes,On-Campus
5450,Female,Engineering,Moderate,Yes,Yes,Off-Campus
5453,Female,Engineering,High,Yes,No,On-Campus
5454,Male,Computer Science,Moderate,No,No,Off-Campus
5455,Female,Engineering,Moderate,Yes,Yes,Off-Campus
5456,Female,Engineering,High,No,No,Off-Campus
5463,Female,Business,Moderate,No,No,On-Campus
5464,Female,Business,Moderate,Yes,Yes,Off-Campus
5466,Male,Law,Low,No,Yes,On-Campus
5468,Female,Law,Moderate,No,No,On-Campus
5471,Female,Business,Moderate,No,No,Off-Campus
5473,Female,Computer Science,High,No,No,Off-Campus
5474,Male,Law,High,No,Yes,Off-Campus
5476,Female,Law,Moderate,Yes,No,Off-Campus
5478,Male,Engineering,Moderate,Yes,No,Off-Campus
5480,Male,Others,High,No,No,Off-Campus
5482,Female,Computer Science,High,No,Yes,Off-Campus
5483,Female,Others,High,No,No,Off-Campus
5484,Male,Computer Science,High,Yes,Yes,On-Campus
5485,Female,Others,Low,Yes,Yes,On-Campus
5486,Male,Business,Moderate,Yes,Yes,On-Campus
5491,Female,Others,Moderate,No,No,On-Campus
5500,Female,Others,Low,No,No,Off-Campus
5502,Male,Business,High,Yes,No,Off-Campus
5504,Female,Computer Science,Moderate,No,No,On-Campus
5507,Male,Engineering,High,Yes,No,On-Campus
5511,Female,Law,Moderate,No,Yes,On-Campus
5513,Female,Law,High,No,No,Off-Campus
5519,Male,Engineering,High,Yes,No,On-Campus
5521,Female,Others,Low,Yes,No,Off-Campus
5522,Female,Others,High,No,No,Off-Campus
5526,Female,Business,Low,No,No,On-Campus
5529,Female,Computer Science,High,Yes,No,Off-Campus
5532,Female,Law,High,No,No,Off-Campus
5533,Male,Engineering,High,No,No,On-Campus
5535,Male,Engineering,High,No,No,Off-Campus
5536,Male,Business,Moderate,No,No,On-Campus
5537,Female,Business,High,No,Yes,Off-Campus
5539,Male,Others,Moderate,No,No,On-Campus
5542,Male,Computer Science,Moderate,No,No,Off-Campus
5545,Male,Law,High,Yes,No,On-Campus
5547,Male,Computer Science,High,Yes,No,Off-Campus
5551,Female,Law,High,Yes,No,Off-Campus
5555,Female,Engineering,Moderate,No,Yes,Off-Campus
5558,Female,Law,High,No,No,Off-Campus
5561,Male,Computer Science,Low,No,No,Off-Campus
5562,Female,Engineering,Moderate,Yes,No,Off-Campus
5563,Male,Law,Moderate,Yes,No,On-Campus
5565,Female,Engineering,High,No,No,Off-Campus
5568,Female,Engineering,Moderate,Yes,No,On-Campus
5569,Male,Engineering,Moderate,No,No,Off-Campus
5570,Male,Law,High,No,Yes,On-Campus
5574,Female,Others,Moderate,Yes,Yes,Off-Campus
5577,Male,Computer Science,High,Yes,Yes,Off-Campus
5578,Male,Law,Moderate,Yes,No,Off-Campus
5579,Female,Computer Science,Moderate,Yes,No,On-Campus
5580,Female,Others,Moderate,No,No,On-Campus
5581,Female,Others,Moderate,Yes,Yes,On-Campus
5583,Female,Law,Low,Yes,No,Off-Campus
5584,Female,Engineering,Moderate,No,No,Off-Campus
5587,Male,Law,Moderate,No,Yes,On-Campus
5588,Female,Others,Low,No,No,Off-Campus
5589,Female,Others,Moderate,No,Yes,Off-Campus
5590,Male,Engineering,Low,No,No,Off-Campus
5592,Female,Business,Low,No,No,Off-Campus
5594,Female,Engineering,Low,No,No,On-Campus
5599,Female,Law,Moderate,Yes,No,Off-Campus
5601,Male,Business,High,Yes,No,On-Campus
5603,Female,Engineering,Moderate,Yes,No,Off-Campus
5604,Female,Law,Moderate,No,Yes,Off-Campus
5606,Female,Law,Low,Yes,Yes,On-Campus
5607,Female,Others,Moderate,Yes,Yes,On-Campus
5608,Male,Engineering,Moderate,No,Yes,On-Campus
5610,Female,Engineering,Moderate,Yes,No,On-Campus
5612,Female,Law,High,Yes,Yes,Off-Campus
5615,Female,Law,High,No,No,On-Campus
5617,Male,Engineering,High,Yes,No,On-Campus
5620,Male,Computer Science,Moderate,No,No,On-Campus
5624,Female,Computer Science,Moderate,Yes,No,Off-Campus
5626,Male,Business,Moderate,No,No,On-Campus
5627,Male,Law,High,Yes,No,On-Campus
5629,Male,Computer Science,Moderate,No,Yes,Off-Campus
5630,Male,Computer Science,High,No,No,Off-Campus
5631,Female,Engineering,High,Yes,No,Off-Campus
5632,Female,Business,High,No,No,Off-Campus
5633,Male,Computer Science,Moderate,Yes,No,Off-Campus
5637,Female,Engineering,High,No,No,On-Campus
5640,Male,Law,Moderate,No,No,Off-Campus
5641,Male,Engineering,Low,Yes,Yes,Off-Campus
5648,Female,Law,Moderate,No,No,Off-Campus
5650,Female,Computer Science,Low,No,No,Off-Campus
5651,Female,Law,Moderate,No,No,Off-Campus
5652,Male,Engineering,Moderate,Yes,No,On-Campus
5654,Male,Engineering,High,No,No,Off-Campus
5661,Male,Business,Moderate,Yes,No,Off-Campus
5662,Female,Others,Moderate,Yes,Yes,Off-Campus
5663,Female,Computer Science,Moderate,No,Yes,On-Campus
5664,Female,Computer Science,Moderate,Yes,No,Off-Campus
5665,Female,Business,Low,Yes,No,On-Campus
5667,Male,Business,High,No,No,On-Campus
5674,Male,Computer Science,High,No,No,Off-Campus
5675,Female,Business,Moderate,No,No,On-Campus
5683,Male,Computer Science,High,No,Yes,On-Campus
5684,Male,Computer Science,High,Yes,No,Off-Campus
5687,Female,Business,Moderate,No,No,Off-Campus
5692,Female,Others,High,Yes,No,On-Campus
5694,Female,Engineering,High,Yes,No,Off-Campus
5695,Female,Business,High,No,No,On-Campus
5696,Male,Law,High,No,Yes,On-Campus
5698,Female,Computer Science,Moderate,Yes,No,On-Campus
5699,Female,Computer Science,Moderate,No,No,Off-Campus
5700,Female,Computer Science,Low,No,No,On-Campus
5703,Male,Others,High,No,Yes,On-Campus
5705,Female,Law,Moderate,Yes,No,On-Campus
5707,Male,Business,Low,No,No,On-Campus
5711,Female,Engineering,Moderate,No,No,Off-Campus
5712,Male,Computer Science,Moderate,Yes,No,On-Campus
5715,Male,Others,Moderate,No,No,Off-Campus
5717,Female,Computer Science,Moderate,Yes,Yes,Off-Campus
5718,Female,Engineering,Moderate,Yes,No,On-Campus
5719,Female,Computer Science,Moderate,No,No,Off-Campus
5721,Male,Law,Low,No,No,On-Campus
5722,Male,Computer Science,High,No,No,On-Campus
5723,Male,Computer Science,High,Yes,Yes,Off-Campus
5728,Female,Others,Moderate,No,No,Off-Campus
5729,Male,Computer Science,High,No,No,Off-Campus
5730,Male,Business,High,No,No,Off-Campus
5736,Male,Business,Low,No,Yes,Off-Campus
5737,Male,Computer Science,Low,No,Yes,Off-Campus
5740,Male,Law,Moderate,No,No,On-Campus
5741,Male,Engineering,High,No,Yes,On-Campus
5744,Female,Business,High,No,No,Off-Campus
5748,Male,Others,Moderate,No,No,On-Campus
5750,Male,Law,High,Yes,Yes,Off-Campus
5751,Male,Engineering,High,No,No,Off-Campus
5752,Male,Law,Moderate,No,No,On-Campus
5754,Male,Law,Low,No,No,On-Campus
5755,Female,Engineering,Moderate,Yes,No,On-Campus
5757,Male,Engineering,High,No,No,On-Campus
5758,Male,Law,Moderate,Yes,No,On-Campus
5759,Female,Computer Science,Moderate,Yes,No,On-Campus
5761,Male,Law,High,Yes,No,Off-Campus
5762,Female,Others,Moderate,Yes,No,Off-Campus
5764,Male,Computer Science,Moderate,No,No,Off-Campus
5770,Female,Engineering,Low,No,No,Off-Campus
5773,Female,Business,Moderate,No,Yes,Off-Campus
5774,Female,Others,Moderate,Yes,Yes,Off-Campus
5776,Male,Law,High,No,Yes,Off-Campus
5781,Female,Computer Science,Moderate,Yes,No,Off-Campus
5782,Male,Computer Science,Moderate,Yes,No,Off-Campus
5783,Male,Engineering,Moderate,No,No,Off-Campus
5785,Male,Law,Moderate,No,No,Off-Campus
5786,Male,Law,Low,No,No,On-Campus
5791,Female,Engineering,High,No,No,On-Campus
5794,Female,Others,High,No,No,On-Campus
5795,Female,Business,Moderate,No,No,Off-Campus
5797,Male,Others,High,No,No,Off-Campus
5798,Male,Computer Science,High,No,Yes,On-Campus
5800,Male,Computer Science,Moderate,Yes,No,Off-Campus
5801,Female,Law,Moderate,No,No,Off-Campus
5804,Female,Computer Science,High,No,No,Off-Campus
5807,Female,Computer Science,Moderate,Yes,Yes,Off-Campus
5808,Male,Engineering,High,No,No,On-Campus
5810,Male,Law,High,No,No,Off-Campus
5814,Male,Business,Moderate,Yes,Yes,Off-Campus
5815,Female,Computer Science,Moderate,No,No,Off-Campus
5820,Female,Engineering,Moderate,Yes,No,On-Campus
5821,Male,Others,High,Yes,No,Off-Campus
5824,Female,Others,High,No,Yes,Off-Campus
5825,Male,Business,High,No,Yes,On-Campus
5829,Male,Others,Moderate,No,No,On-Campus
5830,Female,Computer Science,Moderate,No,No,Off-Campus
5833,Female,Computer Science,High,No,No,On-Campus
5834,Female,Law,High,Yes,Yes,On-Campus
5836,Female,Engineering,High,Yes,No,Off-Campus
5842,Male,Engineering,Moderate,No,No,On-Campus
5843,Male,Law,High,Yes,No,On-Campus
5846,Male,Law,Moderate,No,Yes,On-Campus
5847,Male,Law,Moderate,No,No,On-Campus
5848,Female,Business,Moderate,No,No,Off-Campus
5849,Male,Law,Moderate,No,No,On-Campus
5850,Female,Others,High,Yes,Yes,On-Campus
5856,Female,Law,High,Yes,Yes,On-Campus
5859,Female,Engineering,High,No,No,Off-Campus
5860,Male,Law,High,Yes,No,Off-Campus
5862,Female,Engineering,High,Yes,No,On-Campus
5864,Male,Others,High,No,Yes,Off-Campus
5867,Female,Law,Moderate,No,No,On-Campus
5871,Female,Engineering,Low,Yes,Yes,On-Campus
5873,Female,Others,Moderate,Yes,No,Off-Campus
5874,Female,Business,Moderate,No,No,Off-Campus
5875,Male,Computer Science,Low,Yes,Yes,Off-Campus
5876,Female,Others,High,Yes,No,Off-Campus
5878,Female,Law,High,Yes,Yes,On-Campus
5880,Female,Engineering,Low,No,No,Off-Campus
5881,Female,Engineering,Moderate,No,Yes,On-Campus
5882,Male,Others,Low,Yes,No,Off-Campus
5884,Female,Law,Moderate,Yes,Yes,On-Campus
5889,Female,Law,Moderate,No,Yes,On-Campus
5892,Male,Computer Science,Moderate,No,Yes,On-Campus
5893,Male,Others,Moderate,Yes,Yes,Off-Campus
5897,Female,Business,High,No,Yes,On-Campus
5898,Female,Others,Moderate,Yes,No,On-Campus
5901,Male,Law,High,No,No,On-Campus
5902,Female,Business,Moderate,No,No,On-Campus
5905,Female,Law,Moderate,No,No,On-Campus
5913,Male,Computer Science,Low,No,No,Off-Campus
5914,Male,Law,Low,No,Yes,On-Campus
5915,Male,Computer Science,High,No,No,Off-Campus
5922,Male,Others,High,No,No,Off-Campus
5927,Female,Computer Science,Moderate,No,No,Off-Campus
5928,Male,Law,Moderate,No,Yes,Off-Campus
5929,Female,Law,Moderate,No,No,Off-Campus
5931,Male,Others,Moderate,Yes,No,On-Campus
5934,Male,Law,High,No,No,Off-Campus
5935,Male,Engineering,High,No,Yes,On-Campus
5938,Female,Law,Moderate,No,Yes,On-Campus
5942,Female,Engineering,Moderate,No,Yes,On-Campus
5943,Female,Law,Moderate,No,No,On-Campus
5944,Male,Others,High,Yes,No,On-Campus
5947,Male,Others,High,Yes,Yes,On-Campus
5948,Male,Business,Moderate,No,No,Off-Campus
5952,Male,Law,Moderate,No,No,On-Campus
5960,Male,Computer Science,Moderate,No,No,Off-Campus
5961,Female,Computer Science,Moderate,Yes,Yes,Off-Campus
5964,Female,Law,High,Yes,Yes,On-Campus
5967,Male,Law,Moderate,No,No,Off-Campus
5968,Female,Business,Moderate,No,No,Off-Campus
5971,Female,Engineering,Moderate,Yes,No,On-Campus
5972,Male,Engineering,Moderate,No,No,Off-Campus
5974,Female,Law,High,No,Yes,Off-Campus
5976,Female,Computer Science,Moderate,No,Yes,On-Campus
5977,Female,Others,High,Yes,Yes,Off-Campus
5982,Male,Others,High,Yes,No,Off-Campus
5985,Female,Engineering,Low,No,No,Off-Campus
5989,Female,Law,Moderate,No,No,Off-Campus
5992,Male,Engineering,High,Yes,Yes,On-Campus
5993,Male,Computer Science,High,Yes,Yes,On-Campus
5996,Female,Computer Science,Moderate,Yes,No,On-Campus
5997,Female,Law,High,No,No,Off-Campus
5998,Male,Law,Moderate,No,No,On-Campus
6000,Female,Engineering,High,No,No,On-Campus
6001,Male,Others,Low,No,Yes,On-Campus
6005,Female,Others,High,No,No,Off-Campus
6008,Female,Computer Science,High,No,No,On-Campus
6010,Female,Law,High,No,No,Off-Campus
6012,Female,Business,Low,Yes,Yes,On-Campus
6018,Female,Business,High,No,No,On-Campus
6021,Female,Business,Moderate,Yes,No,Off-Campus
6027,Female,Law,Moderate,Yes,No,On-Campus
6028,Male,Computer Science,Moderate,No,Yes,On-Campus
6029,Female,Law,Moderate,Yes,No,On-Campus
6030,Female,Business,Moderate,No,No,On-Campus
6032,Female,Law,High,No,No,On-Campus
6033,Male,Others,Moderate,Yes,No,Off-Campus
6034,Female,Engineering,High,No,No,On-Campus
6037,Female,Business,Moderate,No,No,Off-Campus
6038,Female,Computer Science,Moderate,No,No,Off-Campus
6041,Female,Engineering,Low,No,No,On-Campus
6044,Male,Law,Moderate,No,Yes,On-Campus
6046,Male,Computer Science,Low,Yes,Yes,Off-Campus
6048,Male,Law,Moderate,No,Yes,On-Campus
6052,Male,Law,Moderate,No,Yes,Off-Campus
6053,Male,Business,Moderate,No,No,Off-Campus
6054,Female,Engineering,High,Yes,Yes,On-Campus
6055,Female,Engineering,High,No,No,On-Campus
6056,Female,Business,Moderate,Yes,No,On-Campus
6060,Male,Law,Moderate,Yes,Yes,On-Campus
6065,Female,Engineering,High,No,No,On-Campus
6067,Male,Others,Moderate,Yes,No,Off-Campus
6068,Female,Law,Low,Yes,Yes,Off-Campus
6070,Male,Others,High,Yes,No,Off-Campus
6072,Male,Computer Science,High,No,No,On-Campus
6073,Male,Engineering,High,No,No,On-Campus
6074,Female,Engineering,Low,No,No,On-Campus
6076,Female,Business,Low,No,Yes,Off-Campus
6079,Male,Computer Science,Low,No,No,Off-Campus
6080,Female,Business,Low,Yes,No,On-Campus
6081,Male,Law,High,No,No,On-Campus
6083,Female,Law,Low,No,Yes,Off-Campus
6084,Female,Law,Moderate,No,No,On-Campus
6087,Male,Law,Moderate,Yes,Yes,On-Campus
6094,Female,Engineering,Moderate,No,Yes,On-Campus
6098,Female,Others,High,Yes,No,On-Campus
6099,Male,Law,Moderate,No,Yes,Off-Campus
6102,Female,Others,High,No,No,Off-Campus
6107,Male,Law,High,No,No,Off-Campus
6110,Female,Business,High,Yes,No,Off-Campus
6112,Male,Engineering,Moderate,Yes,No,On-Campus
6114,Male,Computer Science,Moderate,No,No,On-Campus
6115,Female,Engineering,Low,Yes,Yes,On-Campus
6116,Male,Business,Moderate,No,No,Off-Campus
6117,Female,Others,High,No,No,Off-Campus
6119,Female,Others,Moderate,No,Yes,On-Campus
6122,Male,Business,Moderate,No,Yes,On-Campus
6123,Female,Computer Science,High,Yes,Yes,Off-Campus
6126,Male,Engineering,High,Yes,No,Off-Campus
6128,Female,Others,High,No,No,Off-Campus
6131,Male,Law,Moderate,No,No,Off-Campus
6133,Male,Computer Science,Moderate,Yes,No,Off-Campus
6134,Female,Business,High,Yes,Yes,On-Campus
6139,Female,Computer Science,Moderate,No,No,On-Campus
6147,Female,Others,Low,No,No,On-Campus
6151,Male,Law,Low,No,No,Off-Campus
6152,Female,Law,Low,No,No,On-Campus
6155,Female,Law,Moderate,Yes,No,On-Campus
6156,Female,Engineering,Moderate,No,No,Off-Campus
6158,Male,Law,Moderate,No,No,Off-Campus
6159,Male,Computer Science,High,Yes,No,On-Campus
6161,Male,Others,Low,No,No,On-Campus
6164,Female,Engineering,Low,Yes,No,Off-Campus
6165,Male,Engineering,Low,Yes,No,Off-Campus
6168,Female,Others,Moderate,No,Yes,Off-Campus
6170,Male,Law,Moderate,No,No,Off-Campus
6171,Male,Others,High,Yes,Yes,Off-Campus
6173,Male,Law,High,No,No,On-Campus
6177,Male,Law,Low,No,No,Off-Campus
6179,Female,Law,Moderate,Yes,No,On-Campus
6181,Female,Computer Science,Moderate,No,No,Off-Campus
6185,Male,Law,Moderate,No,No,Off-Campus
6186,Female,Computer Science,Moderate,No,No,On-Campus
6187,Female,Computer Science,Moderate,No,No,Off-Campus
6189,Female,Law,Low,No,Yes,On-Campus
6193,Male,Engineering,High,Yes,Yes,Off-Campus
6194,Male,Business,Moderate,Yes,Yes,On-Campus
6197,Female,Law,High,No,Yes,Off-Campus
6200,Male,Law,High,No,No,Off-Campus
6201,Male,Law,Moderate,No,Yes,On-Campus
6202,Male,Law,Low,No,No,Off-Campus
6211,Female,Law,Moderate,No,No,On-Campus
6212,Female,Law,Moderate,No,Yes,Off-Campus
6216,Female,Computer Science,Moderate,Yes,No,Off-Campus
6218,Male,Computer Science,High,No,No,Off-Campus
6219,Male,Computer Science,Low,No,No,On-Campus
6220,Male,Others,Low,No,Yes,On-Campus
6222,Female,Law,Moderate,No,Yes,Off-Campus
6225,Female,Engineering,Moderate,No,No,On-Campus
6228,Female,Law,Moderate,No,No,On-Campus
6229,Female,Law,Low,No,Yes,Off-Campus
6238,Female,Law,High,Yes,Yes,On-Campus
6239,Male,Engineering,Moderate,Yes,No,On-Campus
6242,Male,Computer Science,Moderate,No,No,On-Campus
6243,Male,Law,Moderate,No,No,On-Campus
6245,Male,Others,High,No,No,On-Campus
6246,Male,Engineering,Moderate,No,No,Off-Campus
6250,Male,Engineering,Moderate,No,No,Off-Campus
6269,Male,Computer Science,Moderate,Yes,No,Off-Campus
6273,Female,Law,Moderate,No,No,Off-Campus
6274,Male,Computer Science,Low,No,Yes,Off-Campus
6277,Female,Engineering,Moderate,Yes,No,Off-Campus
6278,Male,Engineering,Moderate,No,Yes,Off-Campus
6280,Female,Law,Moderate,No,No,Off-Campus
6282,Female,Law,High,No,No,Off-Campus
6287,Female,Law,Low,Yes,No,On-Campus
6292,Female,Law,Moderate,Yes,No,Off-Campus
6300,Female,Engineering,Moderate,Yes,No,Off-Campus
6301,Male,Computer Science,Low,Yes,Yes,Off-Campus
6303,Female,Engineering,Moderate,Yes,No,On-Campus
6304,Male,Engineering,High,Yes,Yes,On-Campus
6306,Male,Computer Science,Low,No,Yes,Off-Campus
6308,Female,Business,Moderate,No,Yes,Off-Campus
6309,Male,Others,Low,Yes,Yes,On-Campus
6316,Female,Business,Moderate,Yes,No,On-Campus
6318,Female,Computer Science,Moderate,Yes,No,On-Campus
6319,Male,Law,High,Yes,Yes,On-Campus
6322,Male,Engineering,Low,No,No,On-Campus
6325,Female,Computer Science,High,No,No,Off-Campus
6326,Female,Law,Moderate,No,No,On-Campus
6328,Male,Law,High,Yes,No,On-Campus
6329,Female,Computer Science,High,No,No,Off-Campus
6330,Female,Computer Science,Low,Yes,No,Off-Campus
6331,Female,Computer Science,Moderate,No,No,Off-Campus
6333,Female,Others,Low,Yes,Yes,Off-Campus
6334,Male,Others,Moderate,Yes,Yes,Off-Campus
6335,Male,Business,Low,Yes,Yes,Off-Campus
6337,Female,Computer Science,Moderate,No,Yes,Off-Campus
6341,Male,Others,Moderate,Yes,Yes,On-Campus
6343,Female,Engineering,Moderate,No,No,On-Campus
6349,Female,Engineering,High,No,No,Off-Campus
6350,Male,Law,High,No,No,On-Campus
6352,Female,Computer Science,Moderate,Yes,Yes,On-Campus
6355,Female,Engineering,Moderate,Yes,No,On-Campus
6356,Male,Law,High,No,No,Off-Campus
6358,Male,Law,Low,Yes,Yes,On-Campus
6360,Male,Law,High,Yes,No,On-Campus
6363,Male,Engineering,Low,No,No,Off-Campus
6364,Male,Others,Moderate,No,No,Off-Campus
6365,Male,Law,High,Yes,No,Off-Campus
6367,Male,Computer Science,High,Yes,No,On-Campus
6369,Female,Business,Low,No,No,On-Campus
6376,Male,Others,Moderate,No,No,On-Campus
6377,Male,Law,Moderate,Yes,No,Off-Campus
6380,Female,Engineering,High,Yes,Yes,On-Campus
6381,Male,Law,Moderate,Yes,No,On-Campus
6382,Male,Business,Low,No,No,Off-Campus
6383,Female,Engineering,Moderate,No,No,On-Campus
6384,Female,Law,Moderate,Yes,Yes,Off-Campus
6386,Female,Business,Moderate,Yes,Yes,On-Campus
6392,Male,Engineering,High,No,No,Off-Campus
6394,Female,Engineering,Moderate,No,No,On-Campus
6396,Male,Law,Moderate,No,No,On-Campus
6402,Male,Engineering,Moderate,No,No,Off-Campus
6403,Female,Law,High,No,Yes,Off-Campus
6406,Female,Law,Low,No,Yes,Off-Campus
6407,Male,Engineering,Moderate,Yes,No,Off-Campus
6410,Male,Engineering,High,No,No,Off-Campus
6412,Male,Others,Moderate,No,No,Off-Campus
6417,Male,Law,Low,No,No,Off-Campus
6419,Female,Computer Science,Moderate,Yes,No,Off-Campus
6433,Female,Engineering,Moderate,No,No,Off-Campus
6435,Male,Computer Science,Moderate,Yes,No,On-Campus
6440,Female,Engineering,Low,No,No,Off-Campus
6441,Male,Engineering,Low,Yes,No,On-Campus
6442,Male,Engineering,Moderate,No,No,Off-Campus
6443,Male,Computer Science,Low,No,Yes,Off-Campus
6446,Female,Business,Low,No,No,Off-Campus
6452,Male,Computer Science,Moderate,No,No,On-Campus
6456,Male,Business,Moderate,Yes,No,On-Campus
6458,Female,Computer Science,Low,Yes,No,On-Campus
6460,Female,Law,Moderate,No,No,On-Campus
6462,Male,Computer Science,Moderate,Yes,Yes,On-Campus
6463,Female,Others,High,Yes,No,On-Campus
6464,Male,Business,Moderate,No,Yes,Off-Campus
6467,Male,Law,High,No,No,Off-Campus
6469,Male,Others,High,Yes,No,On-Campus
6470,Male,Law,Moderate,Yes,No,On-Campus
6471,Female,Computer Science,Moderate,No,Yes,Off-Campus
6472,Male,Law,Low,No,No,Off-Campus
6473,Male,Others,Moderate,Yes,No,On-Campus
6477,Male,Others,Moderate,Yes,No,On-Campus
6481,Male,Others,Low,No,No,Off-Campus
6485,Female,Computer Science,High,Yes,No,Off-Campus
6486,Female,Others,Moderate,No,No,Off-Campus
6489,Female,Law,Moderate,No,No,Off-Campus
6490,Male,Business,High,No,No,On-Campus
6492,Female,Law,Moderate,No,Yes,Off-Campus
6493,Female,Others,High,No,No,Off-Campus
6494,Female,Engineering,Moderate,No,Yes,On-Campus
6497,Male,Business,Moderate,No,No,On-Campus
6500,Male,Engineering,Low,Yes,No,On-Campus
6502,Male,Law,High,Yes,Yes,Off-Campus
6503,Female,Law,Moderate,No,No,Off-Campus
6506,Male,Others,Moderate,Yes,Yes,On-Campus
6509,Female,Law,Moderate,Yes,No,On-Campus
6510,Male,Engineering,High,No,No,On-Campus
6514,Male,Computer Science,Moderate,Yes,Yes,On-Campus
6516,Female,Business,Moderate,Yes,No,Off-Campus
6519,Female,Engineering,Low,Yes,Yes,On-Campus
6523,Male,Engineering,High,Yes,No,On-Campus
6525,Male,Law,Moderate,No,No,On-Campus
6527,Female,Law,Moderate,Yes,No,Off-Campus
6531,Female,Law,High,No,Yes,On-Campus
6534,Female,Law,High,Yes,No,On-Campus
6536,Female,Computer Science,Low,No,Yes,On-Campus
6542,Female,Law,High,Yes,No,Off-Campus
6547,Male,Computer Science,Moderate,Yes,No,On-Campus
6548,Female,Computer Science,Moderate,Yes,No,Off-Campus
6552,Male,Engineering,High,No,No,On-Campus
6553,Male,Law,High,Yes,Yes,On-Campus
6554,Female,Law,Moderate,Yes,No,Off-Campus
6555,Male,Business,Moderate,Yes,Yes,Off-Campus
6557,Female,Others,High,Yes,No,On-Campus
6558,Female,Others,High,Yes,No,On-Campus
6563,Male,Law,Low,Yes,No,On-Campus
